Morningstar Category,Medalist_1,Medalist_2,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Global Real Estate,Negative,Neutral,Brookfield Global Listed Real Estate Fund Class A (BLRAX),DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),68.0,56.0,0.012,0.07,15.42,6.07,0.98,4 years,11/30/2011,117.36,166.0,Y,Y,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,8.622416093343729
Global Real Estate,Neutral,Neutral,Cohen & Steers International Realty Fund Class A (IRFAX),MFS Global Real Estate Fund Class I (MGLIX),91.0,95.0,0.0135,-0.03,17.5,4.54,1.26,14 years,03/31/2005,274.19,98.0,Y,Y,0.0093,-0.07,16.26,3.84,1.2,17 years,03/11/2009,2178.92,35.0,N,N,8.619512570096925
Global Real Estate,Neutral,Neutral,TCW Global Real Estate Fund Class N (TGRYX),PGIM Global Real Estate Fund- Class R2 (PUREX),51.0,27.0,0.01,0.11,16.09,6.8,,11 years,11/28/2014,39.05,71.48,N,Y,0.013,0.17,15.39,7.62,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.5878363969081
Global Real Estate,Neutral,Neutral,T. Rowe Price Global Real Estate Fund (TRGRX),DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),70.0,56.0,0.0095,0.06,15.33,6.03,1.12,5 years,10/27/2008,65.77,31.9,N,Y,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,8.580442898562508
Global Real Estate,Neutral,Bronze,MFS Global Real Estate Fund Class I (MGLIX),Janus Henderson Global Real Estate Fund Class T (JERTX),95.0,80.0,0.0093,-0.07,16.26,3.84,1.2,17 years,03/11/2009,2178.92,35.0,N,N,0.0087,0.03,15.5,5.49,1.08,9 years,11/28/2007,322.34,61.0,N,Y,8.573648771498283
Global Real Estate,Negative,Neutral,Brookfield Global Listed Real Estate Fund Class A (BLRAX),DWS RREEF Global Real Estate Securities Fund - Class Inst (RRGIX),68.0,28.0,0.012,0.07,15.42,6.07,0.98,4 years,11/30/2011,117.36,166.0,Y,Y,0.0095,0.17,14.84,7.59,1.03,19 years,07/03/2006,160.39,94.0,N,N,8.569987581726732
Global Real Estate,Silver,Neutral,Northern Global Real Estate Index Fund (NGREX),Principal Global Real Estate Securities Fund Institutional Class (POSIX),27.0,63.0,0.0046999999999999,0.17,15.09,7.65,1.06,2 years,07/26/2006,703.03,8.98,N,N,0.0095,0.08,15.42,6.29,0.98,18 years,10/01/2007,1588.81,27.5,N,N,8.564964029017199
Global Real Estate,Negative,Neutral,Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class Y (NRFYX),"Cohen & Steers Global Realty Shares, Inc. Class C (CSFCX)",21.0,64.0,0.009,0.18,15.87,7.81,1.1,9 years,08/31/2000,33.43,81.0,N,N,0.0184,0.08,15.73,6.28,1.11,14 years,05/08/1997,2115.76,67.0,Y,N,8.558144979629901
Global Real Estate,Neutral,Neutral,American Century Global Real Estate Fund Investor Class (ARYVX),Principal Global Real Estate Securities Fund Institutional Class (POSIX),10.0,63.0,0.0112,0.24,14.8,8.65,1.07,15 years,04/29/2011,784.45,137.0,N,Y,0.0095,0.08,15.42,6.29,0.98,18 years,10/01/2007,1588.81,27.5,N,N,8.55759422737412
Global Real Estate,Negative,Negative,Brookfield Global Listed Real Estate Fund Class A (BLRAX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class C (NRCFX),68.0,53.0,0.012,0.07,15.42,6.07,0.98,4 years,11/30/2011,117.36,166.0,Y,Y,0.019,0.11,15.93,6.72,1.11,9 years,08/31/2000,33.43,81.0,Y,N,8.557106972714994
Global Real Estate,Negative,Negative,Invesco Global Real Estate Fund Class A (AGREX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class Y (NRFYX),90.0,21.0,0.0144,-0.02,15.47,4.65,1.07,19 years,04/29/2005,114.2,130.0,Y,Y,0.009,0.18,15.87,7.81,1.1,9 years,08/31/2000,33.43,81.0,N,N,8.555960043517873
Global Real Estate,Negative,Negative,Brookfield Global Listed Real Estate Fund Class A (BLRAX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class Y (NRFYX),68.0,21.0,0.012,0.07,15.42,6.07,0.98,4 years,11/30/2011,117.36,166.0,Y,Y,0.009,0.18,15.87,7.81,1.1,9 years,08/31/2000,33.43,81.0,N,N,8.553971112470556
Global Real Estate,Neutral,Neutral,Cohen & Steers International Realty Fund Class A (IRFAX),BNY Mellon Developed Markets Real Estate Securities Fund - Class A (DRLAX),91.0,15.0,0.0135,-0.03,17.5,4.54,1.26,14 years,03/31/2005,274.19,98.0,Y,Y,0.013,0.2,16.01,8.19,1.11,19 years,12/29/2006,302.23,39.68,Y,Y,8.552936357370278
Global Real Estate,Bronze,Neutral,"Cohen & Steers Global Realty Shares, Inc. Class A (CSFAX)",BNY Mellon Developed Markets Real Estate Securities Fund - Class C (DGBCX),40.0,34.0,0.0118999999999999,0.12,15.73,6.98,1.11,14 years,05/08/1997,2115.76,67.0,Y,Y,0.0204999999999999,0.15,15.97,7.38,1.1,19 years,12/29/2006,302.23,39.68,Y,N,8.54554912623317
Global Real Estate,Negative,Neutral,Invesco Global Real Estate Income Fund Class A (ASRAX),DWS RREEF Global Real Estate Securities Fund - Class A (RRGAX),82.0,38.0,0.0126,0.02,12.81,5.25,0.88,13 years,05/31/2002,397.35,41.0,Y,Y,0.012,0.15,14.83,7.28,1.03,19 years,07/03/2006,160.39,94.0,Y,Y,8.540050962184482
Global Real Estate,Neutral,Neutral,MFS Global Real Estate Fund Class I (MGLIX),Northern Multi-Manager Global Real Estate Fund (NMMGX),95.0,89.0,0.0093,-0.07,16.26,3.84,1.2,17 years,03/11/2009,2178.92,35.0,N,N,0.0093999999999999,-0.02,15.6,4.78,1.15,3 years,11/19/2008,79.12,57.69,N,N,8.53895122420683
Global Real Estate,Neutral,Neutral,Cohen & Steers International Realty Fund Class I (IRFIX),DWS RREEF Global Real Estate Securities Fund - Class A (RRGAX),86.0,38.0,0.01,-0.01,17.48,4.93,1.26,14 years,03/31/2005,274.19,98.0,N,N,0.012,0.15,14.83,7.28,1.03,19 years,07/03/2006,160.39,94.0,Y,Y,8.535304149773804
Global Real Estate,Gold,Neutral,"Cohen & Steers Global Realty Shares, Inc. Class I (CSSPX)",MFS Global Real Estate Fund Class A (MGLAX),35.0,96.0,0.009,0.14,15.74,7.29,1.11,14 years,05/08/1997,2115.76,67.0,N,N,0.0118,-0.09,16.26,3.57,1.2,17 years,03/11/2009,2178.92,35.0,Y,Y,8.534216412916638
Global Real Estate,Negative,Neutral,Cohen & Steers International Realty Fund Class C (IRFCX),BNY Mellon Developed Markets Real Estate Securities Fund - Class C (DGBCX),94.0,34.0,0.02,-0.07,17.49,3.9,1.26,14 years,03/31/2005,274.19,98.0,Y,N,0.0204999999999999,0.15,15.97,7.38,1.1,19 years,12/29/2006,302.23,39.68,Y,N,8.528839029344581
Global Real Estate,Neutral,Neutral,Cohen & Steers International Realty Fund Class I (IRFIX),T. Rowe Price Global Real Estate Fund (TRGRX),86.0,70.0,0.01,-0.01,17.48,4.93,1.26,14 years,03/31/2005,274.19,98.0,N,N,0.0095,0.06,15.33,6.03,1.12,5 years,10/27/2008,65.77,31.9,N,Y,8.525660051904865
Global Real Estate,Silver,Neutral,iShares Developed Real Estate Index Fund Investor A Shares (BARDX),Principal Global Real Estate Securities Fund Institutional Class (POSIX),39.0,63.0,0.0049,0.13,15.72,7.05,1.13,10 years,08/13/2015,265.39,20.0,N,Y,0.0095,0.08,15.42,6.29,0.98,18 years,10/01/2007,1588.81,27.5,N,N,8.50917227417056
Global Real Estate,Silver,Neutral,Northern Global Real Estate Index Fund (NGREX),DWS RREEF Global Real Estate Securities Fund - Class A (RRGAX),27.0,38.0,0.0046999999999999,0.17,15.09,7.65,1.06,2 years,07/26/2006,703.03,8.98,N,N,0.012,0.15,14.83,7.28,1.03,19 years,07/03/2006,160.39,94.0,Y,Y,8.506892039896584
Global Real Estate,Silver,Neutral,Northern Global Real Estate Index Fund (NGREX),TCW Global Real Estate Fund Class N (TGRYX),27.0,51.0,0.0046999999999999,0.17,15.09,7.65,1.06,2 years,07/26/2006,703.03,8.98,N,N,0.01,0.11,16.09,6.8,,11 years,11/28/2014,39.05,71.48,N,Y,8.49746665265198
Global Real Estate,Neutral,Negative,Easterly Global Real Estate Fund Class I (JARIX),American Century Global Real Estate Fund A Class (ARYMX),90.0,15.0,0.0105,-0.02,16.77,4.63,1.02,16 years,10/26/2009,218.39,186.0,N,N,0.0137,0.23,14.77,8.4,1.06,15 years,04/29/2011,784.45,137.0,Y,N,8.494452944758583
Global Real Estate,Neutral,Neutral,Cohen & Steers International Realty Fund Class I (IRFIX),DWS RREEF Global Real Estate Securities Fund - Class Inst (RRGIX),86.0,28.0,0.01,-0.01,17.48,4.93,1.26,14 years,03/31/2005,274.19,98.0,N,N,0.0095,0.17,14.84,7.59,1.03,19 years,07/03/2006,160.39,94.0,N,N,8.494217834182258
Global Real Estate,Neutral,Neutral,Fidelity International Real Estate Fund (FIREX),MFS Global Real Estate Fund Class I (MGLIX),85.0,95.0,0.0088,0.0,14.7,4.97,1.05,16 years,09/08/2004,345.79,77.0,N,Y,0.0093,-0.07,16.26,3.84,1.2,17 years,03/11/2009,2178.92,35.0,N,N,8.490745736901133
Global Real Estate,Neutral,Neutral,Easterly Global Real Estate Fund Class I (JARIX),DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),90.0,56.0,0.0105,-0.02,16.77,4.63,1.02,16 years,10/26/2009,218.39,186.0,N,N,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,8.48925685007848
Global Real Estate,Neutral,Neutral,PGIM Select Real Estate Fund- Class Z (SREZX),Virtus Duff & Phelps Global Real Estate Securities Fund Class A (VGSAX),7.0,30.0,0.0106,0.26,15.15,8.94,0.95,11 years,08/01/2014,214.47,142.0,N,N,0.0124,0.16,15.59,7.48,1.1,17 years,03/02/2009,397.74,18.0,Y,Y,8.48884628188211
Global Real Estate,Negative,Neutral,Cohen & Steers International Realty Fund Class C (IRFCX),Easterly Global Real Estate Fund Class I (JARIX),94.0,90.0,0.02,-0.07,17.49,3.9,1.26,14 years,03/31/2005,274.19,98.0,Y,N,0.0105,-0.02,16.77,4.63,1.02,16 years,10/26/2009,218.39,186.0,N,N,8.4863956780452
Global Real Estate,Silver,Neutral,iShares Developed Real Estate Index Fund Institutional Shares (BIRDX),PGIM Select Real Estate Fund- Class A (SREAX),35.0,11.0,0.0022,0.15,15.71,7.35,1.13,10 years,08/13/2015,265.39,20.0,N,N,0.0131,0.24,15.09,8.65,0.95,11 years,08/01/2014,214.47,142.0,Y,N,8.486303537284787
Global Real Estate,Neutral,Negative,DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class Y (NRFYX),56.0,21.0,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,0.009,0.18,15.87,7.81,1.1,9 years,08/31/2000,33.43,81.0,N,N,8.479565962202756
Global Real Estate,Gold,Neutral,"Cohen & Steers Global Realty Shares, Inc. Class I (CSSPX)",DWS RREEF Global Real Estate Securities Fund - Class A (RRGAX),35.0,38.0,0.009,0.14,15.74,7.29,1.11,14 years,05/08/1997,2115.76,67.0,N,N,0.012,0.15,14.83,7.28,1.03,19 years,07/03/2006,160.39,94.0,Y,Y,8.479561216561113
Global Real Estate,Bronze,Bronze,"Cohen & Steers Global Realty Shares, Inc. Class A (CSFAX)",Janus Henderson Global Real Estate Fund Class I (JERIX),40.0,79.0,0.0118999999999999,0.12,15.73,6.98,1.11,14 years,05/08/1997,2115.76,67.0,Y,Y,0.0073,0.04,15.46,5.64,1.07,9 years,11/28/2007,322.34,61.0,N,N,8.477115816668151
Global Real Estate,Negative,Bronze,Invesco Global Real Estate Fund Class C (CGREX),Janus Henderson Global Real Estate Fund Class T (JERTX),94.0,80.0,0.0219,-0.07,15.48,3.89,1.07,19 years,04/29/2005,114.2,130.0,Y,N,0.0087,0.03,15.5,5.49,1.08,9 years,11/28/2007,322.34,61.0,N,Y,8.468166744256546
Global Real Estate,Neutral,Neutral,MFS Global Real Estate Fund Class A (MGLAX),"Cohen & Steers Global Realty Shares, Inc. Class C (CSFCX)",96.0,64.0,0.0118,-0.09,16.26,3.57,1.2,17 years,03/11/2009,2178.92,35.0,Y,Y,0.0184,0.08,15.73,6.28,1.11,14 years,05/08/1997,2115.76,67.0,Y,N,8.466360772873212
Global Real Estate,Negative,Negative,Easterly Global Real Estate Fund Class C (JACRX),American Century Global Real Estate Fund C Class (ARYTX),100.0,28.0,0.0225,-0.1,16.72,3.39,1.02,16 years,10/26/2009,218.39,186.0,Y,N,0.0212,0.17,14.78,7.59,1.07,15 years,04/29/2011,784.45,137.0,Y,N,8.464770673077485
Global Real Estate,Neutral,Neutral,Principal Global Real Estate Securities Fund Class A (POSAX),TCW Global Real Estate Fund Class I (TGREX),75.0,47.0,0.0135,0.05,15.5,5.85,0.99,18 years,10/01/2007,1588.81,27.5,Y,Y,0.009,0.12,16.1,6.89,,11 years,11/28/2014,39.05,71.48,N,N,8.434451579303555
Global Real Estate,Neutral,Negative,T. Rowe Price Global Real Estate Fund (TRGRX),Invesco Global Real Estate Fund Class A (AGREX),70.0,90.0,0.0095,0.06,15.33,6.03,1.12,5 years,10/27/2008,65.77,31.9,N,Y,0.0144,-0.02,15.47,4.65,1.07,19 years,04/29/2005,114.2,130.0,Y,Y,8.423090141983478
Global Real Estate,Bronze,Neutral,"Cohen & Steers Global Realty Shares, Inc. Class A (CSFAX)",Fidelity International Real Estate Fund (FIREX),40.0,85.0,0.0118999999999999,0.12,15.73,6.98,1.11,14 years,05/08/1997,2115.76,67.0,Y,Y,0.0088,0.0,14.7,4.97,1.05,16 years,09/08/2004,345.79,77.0,N,Y,8.422473564902772
Global Real Estate,Negative,Negative,American Century Global Real Estate Fund A Class (ARYMX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class Y (NRFYX),15.0,21.0,0.0137,0.23,14.77,8.4,1.06,15 years,04/29/2011,784.45,137.0,Y,N,0.009,0.18,15.87,7.81,1.1,9 years,08/31/2000,33.43,81.0,N,N,8.41736172129817
Global Real Estate,Neutral,Neutral,PGIM Select Real Estate Fund- Class A (SREAX),PGIM Global Real Estate Fund- Class Z (PURZX),11.0,19.0,0.0131,0.24,15.09,8.65,0.95,11 years,08/01/2014,214.47,142.0,Y,N,0.0096,0.19,15.38,7.99,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.417100911898528
Global Real Estate,Negative,Neutral,Cohen & Steers International Realty Fund Class C (IRFCX),DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),94.0,56.0,0.02,-0.07,17.49,3.9,1.26,14 years,03/31/2005,274.19,98.0,Y,N,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,8.400810996136535
Global Real Estate,Negative,Neutral,American Century Global Real Estate Fund A Class (ARYMX),Principal Global Real Estate Securities Fund Class A (POSAX),15.0,75.0,0.0137,0.23,14.77,8.4,1.06,15 years,04/29/2011,784.45,137.0,Y,N,0.0135,0.05,15.5,5.85,0.99,18 years,10/01/2007,1588.81,27.5,Y,Y,8.400809348960776
Global Real Estate,Silver,Neutral,iShares Developed Real Estate Index Fund Investor A Shares (BARDX),DWS RREEF Global Real Estate Securities Fund - Class Inst (RRGIX),39.0,28.0,0.0049,0.13,15.72,7.05,1.13,10 years,08/13/2015,265.39,20.0,N,Y,0.0095,0.17,14.84,7.59,1.03,19 years,07/03/2006,160.39,94.0,N,N,8.391988261264075
Global Real Estate,Neutral,Negative,Cohen & Steers International Realty Fund Class A (IRFAX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class A (NRFAX),91.0,29.0,0.0135,-0.03,17.5,4.54,1.26,14 years,03/31/2005,274.19,98.0,Y,Y,0.0115,0.16,15.91,7.54,1.11,9 years,08/31/2000,33.43,81.0,Y,Y,8.390215256724705
Global Real Estate,Neutral,Negative,Cohen & Steers International Realty Fund Class A (IRFAX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class C (NRCFX),91.0,53.0,0.0135,-0.03,17.5,4.54,1.26,14 years,03/31/2005,274.19,98.0,Y,Y,0.019,0.11,15.93,6.72,1.11,9 years,08/31/2000,33.43,81.0,Y,N,8.38315773656762
Global Real Estate,Neutral,Bronze,PGIM Select Real Estate Fund- Class Z (SREZX),Janus Henderson Global Real Estate Fund Class I (JERIX),7.0,79.0,0.0106,0.26,15.15,8.94,0.95,11 years,08/01/2014,214.47,142.0,N,N,0.0073,0.04,15.46,5.64,1.07,9 years,11/28/2007,322.34,61.0,N,N,8.377516024510388
Global Real Estate,Neutral,Neutral,PGIM Select Real Estate Fund- Class A (SREAX),DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),11.0,56.0,0.0131,0.24,15.09,8.65,0.95,11 years,08/01/2014,214.47,142.0,Y,N,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,8.37610668876417
Global Real Estate,Silver,Neutral,Northern Global Real Estate Index Fund (NGREX),BNY Mellon Developed Markets Real Estate Securities Fund - Class A (DRLAX),27.0,15.0,0.0046999999999999,0.17,15.09,7.65,1.06,2 years,07/26/2006,703.03,8.98,N,N,0.013,0.2,16.01,8.19,1.11,19 years,12/29/2006,302.23,39.68,Y,Y,8.375021233354978
Global Real Estate,Bronze,Neutral,"Cohen & Steers Global Realty Shares, Inc. Class A (CSFAX)",GuideStone Funds Global Real Estate Securities Fund Investor Class (GREZX),40.0,31.0,0.0118999999999999,0.12,15.73,6.98,1.11,14 years,05/08/1997,2115.76,67.0,Y,Y,0.0123,0.16,14.96,7.44,1.06,12 years,12/29/2006,311.82,153.0,N,N,8.37455882736995
Global Real Estate,Neutral,Neutral,Cohen & Steers International Realty Fund Class A (IRFAX),MFS Global Real Estate Fund Class A (MGLAX),91.0,96.0,0.0135,-0.03,17.5,4.54,1.26,14 years,03/31/2005,274.19,98.0,Y,Y,0.0118,-0.09,16.26,3.57,1.2,17 years,03/11/2009,2178.92,35.0,Y,Y,8.371141313420036
Global Real Estate,Neutral,Neutral,TCW Global Real Estate Fund Class N (TGRYX),PGIM Global Real Estate Fund- Class Z (PURZX),51.0,19.0,0.01,0.11,16.09,6.8,,11 years,11/28/2014,39.05,71.48,N,Y,0.0096,0.19,15.38,7.99,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.369367540828613
Global Real Estate,Silver,Neutral,iShares Developed Real Estate Index Fund Institutional Shares (BIRDX),Third Avenue International Real Estate Value Fund Founders Shares (REIFX),35.0,6.0,0.0022,0.15,15.71,7.35,1.13,10 years,08/13/2015,265.39,20.0,N,N,0.0101,0.37,14.91,10.48,0.88,12 years,03/19/2014,76.44,19.0,N,N,8.365513676050565
Global Real Estate,Neutral,Bronze,PGIM Select Real Estate Fund- Class Z (SREZX),Janus Henderson Global Real Estate Fund Class T (JERTX),7.0,80.0,0.0106,0.26,15.15,8.94,0.95,11 years,08/01/2014,214.47,142.0,N,N,0.0087,0.03,15.5,5.49,1.08,9 years,11/28/2007,322.34,61.0,N,Y,8.354823905210122
Global Real Estate,Negative,Neutral,Invesco Global Real Estate Fund Class A (AGREX),TCW Global Real Estate Fund Class I (TGREX),90.0,47.0,0.0144,-0.02,15.47,4.65,1.07,19 years,04/29/2005,114.2,130.0,Y,Y,0.009,0.12,16.1,6.89,,11 years,11/28/2014,39.05,71.48,N,N,8.34718610260548
Global Real Estate,Neutral,Neutral,BNY Mellon Developed Markets Real Estate Securities Fund - Class C (DGBCX),PGIM Global Real Estate Fund- Class Z (PURZX),34.0,19.0,0.0204999999999999,0.15,15.97,7.38,1.1,19 years,12/29/2006,302.23,39.68,Y,N,0.0096,0.19,15.38,7.99,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.33934835644267
Global Real Estate,Neutral,Neutral,Third Avenue International Real Estate Value Fund Founders Shares (REIFX),American Century Global Real Estate Fund Investor Class (ARYVX),6.0,10.0,0.0101,0.37,14.91,10.48,0.88,12 years,03/19/2014,76.44,19.0,N,N,0.0112,0.24,14.8,8.65,1.07,15 years,04/29/2011,784.45,137.0,N,Y,8.327964734039213
Global Real Estate,Neutral,Neutral,Northern Multi-Manager Global Real Estate Fund (NMMGX),Easterly Global Real Estate Fund Class I (JARIX),89.0,90.0,0.0093999999999999,-0.02,15.6,4.78,1.15,3 years,11/19/2008,79.12,57.69,N,N,0.0105,-0.02,16.77,4.63,1.02,16 years,10/26/2009,218.39,186.0,N,N,8.321369700363112
Global Real Estate,Neutral,Negative,Fidelity International Real Estate Fund (FIREX),American Century Global Real Estate Fund C Class (ARYTX),85.0,28.0,0.0088,0.0,14.7,4.97,1.05,16 years,09/08/2004,345.79,77.0,N,Y,0.0212,0.17,14.78,7.59,1.07,15 years,04/29/2011,784.45,137.0,Y,N,8.318659041779323
Global Real Estate,Negative,Neutral,Easterly Global Real Estate Fund Class C (JACRX),DWS RREEF Global Real Estate Securities Fund - Class C (RRGCX),100.0,56.0,0.0225,-0.1,16.72,3.39,1.02,16 years,10/26/2009,218.39,186.0,Y,N,0.0195,0.1,14.83,6.46,1.03,19 years,07/03/2006,160.39,94.0,Y,N,8.315711729621027
Global Real Estate,Neutral,Neutral,TCW Global Real Estate Fund Class I (TGREX),PGIM Global Real Estate Fund- Class Z (PURZX),47.0,19.0,0.009,0.12,16.1,6.89,,11 years,11/28/2014,39.05,71.48,N,N,0.0096,0.19,15.38,7.99,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.310872247265864
Global Real Estate,Negative,Gold,Brookfield Global Listed Real Estate Fund Class A (BLRAX),Schwab Fundamental Global Real Estate Index Fund (SFREX),68.0,67.0,0.012,0.07,15.42,6.07,0.98,4 years,11/30/2011,117.36,166.0,Y,Y,0.0039,0.06,16.62,6.08,1.09,9 years,10/22/2014,71.55,26.0,N,N,8.308342127144464
Global Real Estate,Negative,Negative,American Century Global Real Estate Fund A Class (ARYMX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class A (NRFAX),15.0,29.0,0.0137,0.23,14.77,8.4,1.06,15 years,04/29/2011,784.45,137.0,Y,N,0.0115,0.16,15.91,7.54,1.11,9 years,08/31/2000,33.43,81.0,Y,Y,8.294405044777303
Global Real Estate,Neutral,Neutral,MFS Global Real Estate Fund Class I (MGLIX),Virtus Duff & Phelps Global Real Estate Securities Fund Class A (VGSAX),95.0,30.0,0.0093,-0.07,16.26,3.84,1.2,17 years,03/11/2009,2178.92,35.0,N,N,0.0124,0.16,15.59,7.48,1.1,17 years,03/02/2009,397.74,18.0,Y,Y,8.290430451225768
Global Real Estate,Negative,Neutral,Invesco Global Real Estate Fund Class A (AGREX),PGIM Global Real Estate Fund- Class Z (PURZX),90.0,19.0,0.0144,-0.02,15.47,4.65,1.07,19 years,04/29/2005,114.2,130.0,Y,Y,0.0096,0.19,15.38,7.99,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.280122151876013
Global Real Estate,Negative,Neutral,American Century Global Real Estate Fund C Class (ARYTX),TCW Global Real Estate Fund Class I (TGREX),28.0,47.0,0.0212,0.17,14.78,7.59,1.07,15 years,04/29/2011,784.45,137.0,Y,N,0.009,0.12,16.1,6.89,,11 years,11/28/2014,39.05,71.48,N,N,8.279706900255752
Global Real Estate,Neutral,Neutral,Third Avenue International Real Estate Value Fund Founders Shares (REIFX),Virtus Duff & Phelps Global Real Estate Securities Fund Class A (VGSAX),6.0,30.0,0.0101,0.37,14.91,10.48,0.88,12 years,03/19/2014,76.44,19.0,N,N,0.0124,0.16,15.59,7.48,1.1,17 years,03/02/2009,397.74,18.0,Y,Y,8.255745102110415
Global Real Estate,Neutral,Negative,Third Avenue International Real Estate Value Fund Founders Shares (REIFX),PGIM Select Real Estate Fund- Class C (SRECX),6.0,20.0,0.0101,0.37,14.91,10.48,0.88,12 years,03/19/2014,76.44,19.0,N,N,0.0206,0.19,15.1,7.85,0.95,11 years,08/01/2014,214.47,142.0,Y,N,8.249305778969454
Global Real Estate,Neutral,Negative,Cohen & Steers International Realty Fund Class I (IRFIX),Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class Y (NRFYX),86.0,21.0,0.01,-0.01,17.48,4.93,1.26,14 years,03/31/2005,274.19,98.0,N,N,0.009,0.18,15.87,7.81,1.1,9 years,08/31/2000,33.43,81.0,N,N,8.248167611964814
Global Real Estate,Negative,Neutral,Natixis Funds Trust IV AEW Global Focused Real Estate Fund Class C (NRCFX),PGIM Global Real Estate Fund- Class R2 (PUREX),53.0,27.0,0.019,0.11,15.93,6.72,1.11,9 years,08/31/2000,33.43,81.0,Y,N,0.013,0.17,15.39,7.62,0.94,19 years,05/05/1998,938.76,95.0,N,N,8.241362529134323
