Morningstar Category,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Franklin Gold and Precious Metals Fund Class C (FRGOX),58.0,12.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,7.1634813022090995
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Franklin Gold and Precious Metals Fund Class A (FKRCX),40.0,2.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,7.158479279980586
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Gabelli Gold Fund Class I (GLDIX),40.0,34.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,7.1488247972743855
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Gabelli Gold Fund Class C (GLDCX),58.0,38.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.142081383384553
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Gabelli Gold Fund Class AAA (GOLDX),41.0,35.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,7.138207401114485
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Gabelli Gold Fund Class A (GLDAX),41.0,36.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,7.138207401114485
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Allspring Precious Metals Fund - Class C (EKWCX),41.0,23.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,7.1353598459036975
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),American Century Global Gold Fund A Class (ACGGX),83.0,41.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,7.12815551362933
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Franklin Gold and Precious Metals Fund Class A (FKRCX),41.0,2.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,7.11405605228296
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),American Century Global Gold Fund Investor Class (BGEIX),83.0,40.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,7.037830039652358
Equity Precious Metals,EuroPac Gold Fund Class A (EPGFX),Sprott Gold Equity Fund Investor Class (SGDLX),97.0,62.0,0.0137,1.04,30.22,36.51,0.52,12 years,07/19/2013,556.47,26.0,Y,N,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,7.023527518189037
Equity Precious Metals,EuroPac Gold Fund Class I (EPGIX),Sprott Gold Equity Fund Institutional Class (SGDIX),95.0,60.0,0.0112,1.05,30.2,36.85,0.52,12 years,07/19/2013,560.71,26.0,N,N,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,6.997104086893381
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),VanEck International Investors Gold Fund Class Y (INIYX),58.0,29.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.979962347091197
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Gabelli Gold Fund Class I (GLDIX),41.0,34.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,6.974553845965483
Equity Precious Metals,Allspring Precious Metals Fund - Class C (EKWCX),Franklin Gold and Precious Metals Fund Class A (FKRCX),23.0,2.0,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.970725749362589
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),VanEck International Investors Gold Fund Class C (IIGCX),40.0,37.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,6.9294880404936885
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),Allspring Precious Metals Fund - Class A (EKWAX),40.0,11.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,6.902566295284308
Equity Precious Metals,First Eagle Gold Fund Class C (FEGOX),Fidelity Select Gold Portfolio (FSAGX),93.0,83.0,0.0191,1.23,26.84,38.16,0.57,10 years,08/31/1993,5491.88,15.34,Y,N,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,6.902549134781751
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),OCM Gold Fund Investor Class (OCMGX),60.0,22.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,6.900686218135278
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),Franklin Gold and Precious Metals Fund Class A (FKRCX),60.0,2.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.897671442843763
Equity Precious Metals,VanEck International Investors Gold Fund Class Y (INIYX),Franklin Gold and Precious Metals Fund Class A (FKRCX),29.0,2.0,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.89344595405748
Equity Precious Metals,OCM Gold Fund Investor Class (OCMGX),Franklin Gold and Precious Metals Fund Class A (FKRCX),22.0,2.0,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.8608167284186194
Equity Precious Metals,Allspring Precious Metals Fund - Class C (EKWCX),VanEck International Investors Gold Fund Class C (IIGCX),23.0,37.0,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,6.856726333121051
Equity Precious Metals,VanEck International Investors Gold Fund Class A (INIVX),Franklin Gold and Precious Metals Fund Class C (FRGOX),34.0,12.0,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,6.838910653747485
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),VanEck International Investors Gold Fund Class A (INIVX),11.0,34.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.818710132929311
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),VanEck International Investors Gold Fund Class C (IIGCX),41.0,37.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,6.755217089184785
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),Allspring Precious Metals Fund - Class A (EKWAX),41.0,11.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,6.728295343975405
Equity Precious Metals,VanEck International Investors Gold Fund Class A (INIVX),U.S. Global Investors Gold and Precious Metals Fund (USERX),34.0,45.0,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,6.727696769356006
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),Allspring Precious Metals Fund - Class C (EKWCX),58.0,23.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,6.719069003000105
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),Victory Precious Metals and Minerals Fund Class A (UPMMX),83.0,66.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,6.7125433973027056
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),OCM Gold Fund Investor Class (OCMGX),62.0,22.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,6.70491890929664
Equity Precious Metals,Allspring Precious Metals Fund - Class C (EKWCX),VanEck International Investors Gold Fund Class Y (INIYX),23.0,29.0,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.674712695104509
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),Franklin Gold and Precious Metals Fund Class C (FRGOX),60.0,12.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,6.654069382734021
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),OCM Gold Fund Investor Class (OCMGX),11.0,22.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,6.651554223171195
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),VanEck International Investors Gold Fund Class C (IIGCX),64.0,37.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,6.646373857059217
Equity Precious Metals,Fidelity Select Gold Portfolio (FSAGX),Victory Precious Metals and Minerals Fund (USAGX),83.0,64.0,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,6.595558403558811
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),OCM Gold Fund Atlas Class (OCMAX),60.0,10.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,6.580332852770848
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),Franklin Gold and Precious Metals Fund Class C (FRGOX),11.0,12.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,6.56483475033095
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),VanEck International Investors Gold Fund Class C (IIGCX),66.0,37.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,6.5388996710784655
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),VanEck International Investors Gold Fund Class A (INIVX),40.0,34.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.491586369338092
Equity Precious Metals,Allspring Precious Metals Fund - Class C (EKWCX),VanEck International Investors Gold Fund Class A (INIVX),23.0,34.0,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.468387571248413
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Franklin Gold and Precious Metals Fund Class C (FRGOX),62.0,12.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,6.458302073895382
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),VanEck International Investors Gold Fund Class A (INIVX),58.0,34.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.451851530477774
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),VanEck International Investors Gold Fund Class Y (INIYX),66.0,29.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.44549983141893
Equity Precious Metals,VanEck International Investors Gold Fund Class C (IIGCX),U.S. Global Investors Gold and Precious Metals Fund (USERX),37.0,45.0,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,6.444602815418564
Equity Precious Metals,Invesco Gold & Special Minerals Fund Class C (OGMCX),Fidelity Select Gold Portfolio (FSAGX),89.0,83.0,0.0181,1.16,29.86,39.53,1.5,1 year,07/19/1983,4237.13,47.0,Y,N,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,6.390528058879228
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),OCM Gold Fund Atlas Class (OCMAX),62.0,10.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,6.38456554393221
Equity Precious Metals,American Century Global Gold Fund C Class (AGYCX),VanEck International Investors Gold Fund Class C (IIGCX),58.0,37.0,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,0.022,1.39,31.18,48.39,0.8,12 years,02/10/1956,1528.59,39.0,Y,N,6.338926246281192
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),VanEck International Investors Gold Fund Class A (INIVX),41.0,34.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.317315418029189
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),Victory Precious Metals and Minerals Fund Class A (UPMMX),60.0,66.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,6.292228214094947
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),VanEck International Investors Gold Fund Class Y (INIYX),11.0,29.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.2905993163158875
Equity Precious Metals,American Century Global Gold Fund Investor Class (BGEIX),VanEck International Investors Gold Fund Class Y (INIYX),40.0,29.0,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.285261245481997
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),VanEck International Investors Gold Fund Class A (INIVX),64.0,34.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.20847218590362
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Victory Precious Metals and Minerals Fund (USAGX),62.0,64.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,6.205300615539868
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),U.S. Global Investors Gold and Precious Metals Fund (USERX),11.0,45.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,6.180421825502042
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),Franklin Gold and Precious Metals Fund Class A (FKRCX),11.0,2.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.154456482461144
Equity Precious Metals,Gabelli Gold Fund Class C (GLDCX),Franklin Gold and Precious Metals Fund Class C (FRGOX),38.0,12.0,0.0219,1.36,31.44,47.94,0.42,32 years,07/11/1994,789.87,16.0,Y,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,6.122782058215155
Equity Precious Metals,American Century Global Gold Fund A Class (ACGGX),VanEck International Investors Gold Fund Class Y (INIYX),41.0,29.0,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.110990294173093
Equity Precious Metals,First Eagle Gold Fund Class A (SGGDX),Fidelity Select Gold Portfolio (FSAGX),92.0,83.0,0.0116,1.27,26.85,39.19,0.57,10 years,08/31/1993,5491.88,15.34,Y,Y,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,6.106022203032517
Equity Precious Metals,Victory Precious Metals and Minerals Fund Class A (UPMMX),VanEck International Investors Gold Fund Class A (INIVX),66.0,34.0,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,0.0141999999999999,1.43,31.19,49.55,0.8,12 years,02/10/1956,1528.59,39.0,Y,Y,6.100997999922869
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),Victory Precious Metals and Minerals Fund Class A (UPMMX),62.0,66.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0134,1.21,32.37,44.34,0.8,7 years,08/15/1984,1172.27,1.0,Y,Y,6.097826429559118
Equity Precious Metals,Victory Precious Metals and Minerals Fund (USAGX),VanEck International Investors Gold Fund Class Y (INIYX),64.0,29.0,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,0.011,1.44,31.17,50.04,0.8,12 years,02/10/1956,1528.59,39.0,N,N,6.093951554606194
Equity Precious Metals,Allspring Precious Metals Fund - Class C (EKWCX),Franklin Gold and Precious Metals Fund Class C (FRGOX),23.0,12.0,0.0184,1.46,31.07,50.37,0.42,19 years,01/20/1998,1327.72,14.0,Y,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,6.074956603774201
Equity Precious Metals,Gabelli Gold Fund Class AAA (GOLDX),Franklin Gold and Precious Metals Fund Class A (FKRCX),35.0,2.0,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,N,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.069482826018948
Equity Precious Metals,Gabelli Gold Fund Class A (GLDAX),Franklin Gold and Precious Metals Fund Class A (FKRCX),36.0,2.0,0.0144,1.4,31.47,49.06,0.42,32 years,07/11/1994,789.87,16.0,Y,N,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.069482826018948
Equity Precious Metals,OCM Gold Fund Atlas Class (OCMAX),Franklin Gold and Precious Metals Fund Class A (FKRCX),10.0,2.0,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.033613936799393
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),Victory Precious Metals and Minerals Fund (USAGX),60.0,64.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0113999999999999,1.22,32.36,44.64,0.8,7 years,08/15/1984,1172.27,1.0,N,N,6.00953330670123
Equity Precious Metals,U.S. Global Investors Gold and Precious Metals Fund (USERX),Franklin Gold and Precious Metals Fund Class A (FKRCX),45.0,2.0,0.0173,1.35,30.97,46.87,0.39,27 years,07/01/1974,275.96,58.0,N,Y,0.0087,1.41,33.57,52.41,0.42,27 years,05/19/1969,2970.27,22.76,Y,Y,6.0058982395953855
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),American Century Global Gold Fund Investor Class (BGEIX),62.0,40.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,6.002252673559968
Equity Precious Metals,Allspring Precious Metals Fund - Class A (EKWAX),OCM Gold Fund Atlas Class (OCMAX),11.0,10.0,0.0109,1.5,31.08,51.51,0.42,19 years,01/20/1998,1327.72,14.0,Y,Y,0.0187999999999999,1.41,33.0,51.57,0.47,38 years,02/04/1988,204.52,6.0,N,Y,5.874420947734733
Equity Precious Metals,First Eagle Gold Fund Class I (FEGIX),Fidelity Select Gold Portfolio (FSAGX),90.0,83.0,0.0093,1.28,26.86,39.5,0.57,10 years,08/31/1993,5491.88,15.34,N,N,0.0068,1.16,30.58,40.64,0.42,1 year,12/16/1985,4208.21,20.0,N,Y,5.845130302371396
Equity Precious Metals,Gabelli Gold Fund Class I (GLDIX),Franklin Gold and Precious Metals Fund Class C (FRGOX),34.0,12.0,0.0118999999999999,1.41,31.49,49.43,0.42,32 years,07/11/1994,785.13,16.0,N,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,5.737268528843142
Equity Precious Metals,OCM Gold Fund Investor Class (OCMGX),Franklin Gold and Precious Metals Fund Class C (FRGOX),22.0,12.0,0.0237999999999999,1.39,32.97,50.73,0.46,38 years,02/04/1988,204.52,6.0,Y,N,0.0162,1.38,33.53,51.26,0.42,27 years,05/19/1969,2970.27,22.76,Y,N,5.711291945625787
Equity Precious Metals,Sprott Gold Equity Fund Investor Class (SGDLX),American Century Global Gold Fund A Class (ACGGX),62.0,41.0,0.0146,1.29,31.02,44.92,0.51,28 years,06/29/1998,1810.64,26.0,N,Y,0.0091,1.26,33.36,46.96,0.74,10 years,08/17/1988,1763.87,20.0,Y,N,5.6915801339266805
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),American Century Global Gold Fund Investor Class (BGEIX),60.0,40.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0066,1.27,33.4,47.34,0.74,10 years,08/17/1988,1763.87,20.0,N,Y,5.659315229950285
Equity Precious Metals,Sprott Gold Equity Fund Institutional Class (SGDIX),American Century Global Gold Fund C Class (AGYCX),60.0,58.0,0.0116999999999999,1.3,31.02,45.33,0.51,28 years,06/29/1998,1810.64,26.0,N,N,0.0166,1.22,33.34,45.84,0.74,10 years,08/17/1988,1762.43,20.0,Y,N,5.656693990471715
